Sim	GAMMA	NCURR	STEPS	STR_MUTATION	K_1	Ksd_1	H_1	Hsd_1	GW_1	GWsd_1	R_1	Rsd_1	FIS
562	9.79957	13	0.185179	0.000456376	1	0	0.42328	0	1	0	1	0	-0.012987
563	10.972	23	0.287141	0.00053723	1	0	0.304233	0	1	0	1	0	-0.181818
564	12.5403	206	0.167698	0.000835815	2	0.866025	0.291472	0.250067	0.972222	0.096225	1.5	0.6742	0.0950276
565	9.34442	143	0.293441	0.000176779	1.11765	0.332106	0.0328354	0.0931158	1	0	1	0	0.107843
566	10.5784	3119	0.213505	0.000994639	6.70588	1.75943	0.779801	0.0914256	0.94589	0.0826772	6.23529	2.35927	-0.0246837
567	10.3384	187	0.207564	0.000585173	1.47059	0.514496	0.152505	0.199439	1	0	1	0	0.0655391
568	12.2296	29821	0.174521	0.000951334	11.1765	2.32474	0.896047	0.0363066	0.746116	0.167634	15	5.65685	0.0012624
569	11.2456	1197	0.15435	0.000894226	3.94118	1.29762	0.577342	0.203081	0.946569	0.106273	3.29412	1.82909	0.0408049
570	14.7118	24	0.279889	0.000244181	1	0	0	0	0	0	0	0	0
571	10.0139	158	0.182755	0.000858679	1.52941	0.624264	0.120293	0.169181	1	0	1.125	0.353553	-0.159459
572	8.54281	38621	0.289168	0.000138203	6.23529	1.39326	0.771086	0.0720937	0.883345	0.177502	6.52941	2.96052	-0.0424013
573	11.4286	13478	0.207586	0.00031614	6.70588	1.35852	0.786648	0.0676606	0.813433	0.180152	7.70588	2.64019	-0.0265268
574	11.7864	65	0.254319	0.000394128	1.23529	0.437237	0.0675381	0.15648	0.916667	0.166667	1.25	0.5	0.00478469
575	10.4092	24	0.181848	0.000124908	1	0	0	0	0	0	0	0	0
576	8.65126	920	0.247471	0.000592508	3.94118	0.966345	0.570806	0.186054	0.985294	0.0606339	3	0.935414	0.00651005
577	13.4722	2172	0.240231	0.000639926	5.47059	1.00733	0.73047	0.110265	0.836465	0.193222	6	2.44949	-0.0367745
578	9.71611	16231	0.299307	0.000321344	5.82353	1.59041	0.76704	0.0823644	0.877784	0.111148	5.88235	2.59524	0.00315989
579	10.0534	28544	0.214507	0.000955026	11.5294	2.00367	0.910987	0.0289187	0.69833	0.166743	16.7059	6.39106	-0.039261
580	10.3233	26	0.1864	0.000716452	1.23529	0.562296	0.0533769	0.136263	1	0	1.33333	0.57735	0.0574018
581	14.7979	1556	0.192884	0.000324063	2.58824	0.87026	0.357454	0.234521	0.956667	0.117817	2	0.92582	0.0981982
582	10.9387	700	0.22108	0.000658718	2.11765	0.696631	0.317927	0.203007	0.97619	0.0890871	1.42857	0.513553	-0.10102
583	9.02536	12193	0.284953	0.000117761	3.70588	1.1048	0.565048	0.160386	0.890476	0.126053	3.29412	1.53153	-0.034937
584	11.4217	2119	0.141397	0.000789682	4.64706	1.45521	0.662309	0.105559	0.881373	0.178427	4.70588	2.801	0.0501705
585	11.0039	2628	0.164545	0.000686147	3.94118	1.02899	0.647837	0.111981	0.944118	0.136796	3.29412	1.40378	-0.0392206
586	14.4211	3491	0.260392	0.000234688	3.17647	1.0146	0.505913	0.196922	0.973529	0.0752447	2.29412	1.1048	0.0121328
587	8.22787	16064	0.121222	0.000524846	7.47059	1.9078	0.814504	0.0745443	0.855882	0.162832	8.41176	4.43084	-0.0544732
588	11.2954	15	0.194395	0.000375266	1	0	0	0	0	0	0	0	0
589	12.7309	928	0.159943	0.000658698	3.11765	1.0537	0.431995	0.193818	0.9625	0.108781	2.4375	1.09354	-0.00187056
590	11.1389	3434	0.187085	0.000168454	2.58824	0.795206	0.405851	0.205263	0.945833	0.119799	1.9375	1.12361	-0.134054
591	14.0604	2928	0.212923	0.000455245	3.76471	1.25147	0.543573	0.222867	0.933007	0.139947	3.17647	1.70423	-0.0533214
592	8.42597	63	0.273371	0.000660463	1.17647	0.528594	0.0266106	0.0813921	1	0	1.5	0.707107	-0.109756
593	11.6554	5696	0.222189	0.00035518	4.11765	1.0537	0.605198	0.127868	0.917087	0.137231	3.58824	1.27764	0.0218783
594	13.8843	163	0.11421	0.000407118	1.23529	0.437237	0.0750078	0.151995	1	0	1	0	-0.125541
595	12.9663	108	0.152121	0.000966461	1.76471	0.562296	0.221755	0.214521	1	0	1.08333	0.288675	0.015295
596	10.5104	313	0.271809	0.000978421	2.05882	0.826936	0.271242	0.228316	1	0	1.38462	0.650444	-0.0232558
597	8.04241	740	0.287397	0.000413823	3.11765	0.857493	0.502801	0.171908	0.942157	0.110886	2.35294	0.996317	0.0663674
598	12.968	14	0.248299	0.000371566	1	0	0.452381	0	1	0	1	0	-0.109756
599	14.9663	25	0.216058	0.000338116	1.23529	0.437237	0.104731	0.19665	1	0	1	0	-0.0866873
600	12.7105	23888	0.20831	0.000531533	9.94118	2.74933	0.875661	0.0490489	0.80122	0.130543	11.7647	4.02383	-0.00295312
601	13.384	46163	0.269099	0.000901125	13.4118	2.23771	0.925926	0.0243724	0.589493	0.169467	23.2353	6.8056	-0.0123974
602	14.976	37	0.156507	0.000872999	1.41176	0.618347	0.111889	0.174505	1	0	1.16667	0.408248	0.140805
603	10.5962	6742	0.292102	0.000183487	3.41176	0.795206	0.563959	0.144147	0.988235	0.0485071	2.47059	0.874475	0.0403433
604	14.5915	37320	0.107541	0.00090132	11.2353	1.85504	0.897759	0.0269455	0.803624	0.17796	14.1176	6.16322	-0.0308164
605	13.4601	422	0.19173	0.000400215	2.05882	0.966345	0.224245	0.228127	0.966667	0.11547	1.66667	1.07309	0.0654206
606	14.1031	5491	0.285593	0.000604404	6.23529	1.56243	0.764706	0.0805819	0.865943	0.108127	6.23529	1.75105	-0.0571792
607	8.52168	13824	0.228026	0.000563675	7.11765	1.45269	0.814037	0.0508508	0.92975	0.113472	6.88235	2.57105	0.00932725
608	12.2439	11	0.238578	0.000665578	1	0	0	0	0	0	0	0	0
609	10.5747	1271	0.247614	0.000403492	2.52941	0.514496	0.299409	0.191809	0.955882	0.132149	1.70588	0.685994	0.0764263
610	8.76409	23208	0.291875	0.000395387	7	1.45774	0.806411	0.0564478	0.887507	0.153736	7.17647	2.35147	0.0104167
611	9.35164	156	0.109826	0.000973496	1.52941	0.71743	0.125895	0.198018	1	0	1.28571	0.48795	0.0678617
612	14.5566	8688	0.120497	0.00096433	7.29412	1.7946	0.816371	0.0634994	0.801236	0.166741	8.47059	2.7413	-0.0358771
613	12.4201	30044	0.11832	0.000798634	10.8824	2.31523	0.882664	0.043409	0.767012	0.169443	14.5882	7.69788	0.0447816
614	11.0877	2733	0.299148	0.000873923	5.64706	1.22174	0.727669	0.0936937	0.879272	0.155173	5.58824	1.73417	-0.0168889
615	9.41884	94	0.156777	0.000729095	1.17647	0.392953	0.035014	0.110117	1	0	1	0	-0.336449
616	14.8353	2495	0.104638	0.000168724	2.23529	0.970143	0.244476	0.200494	0.9625	0.0882275	1.91667	0.900337	0.0922266
617	9.94515	4387	0.169083	0.000692577	5.94118	1.59963	0.74043	0.116848	0.865145	0.117911	6.11765	2.68985	-0.0281844
618	12.6777	483	0.168543	0.000964409	2.64706	0.931476	0.398537	0.18919	0.945833	0.119799	2.0625	1.43614	-0.00162206
619	13.3044	38301	0.129904	0.000682036	12.4118	2.57534	0.912232	0.0303403	0.658059	0.178583	19.7059	8.53496	-0.0042523
620	13.7999	12	0.284477	0.000174576	1	0	0	0	0	0	0	0	0
621	11.9423	18653	0.285841	0.000954852	9.17647	1.87867	0.863056	0.033976	0.822118	0.154786	10.8235	4.33352	-0.018175
622	9.41808	4171	0.278368	0.000268105	4.82353	1.38	0.671802	0.149256	0.872269	0.170386	4.82353	2.2977	-0.0202215
623	13.8493	2281	0.267734	0.00063055	4.23529	0.970143	0.659353	0.0973752	0.8993	0.161891	4	2.15058	-0.0468942
624	9.57066	207	0.252541	0.000819971	2.11765	0.857493	0.251012	0.219126	0.955128	0.110844	1.61538	0.767948	0.0821566
625	9.62494	130	0.286386	0.000671813	1.52941	0.624264	0.124494	0.180696	0.958333	0.117851	1.25	0.46291	0.0220493
626	14.86	486	0.211446	0.00080294	2.70588	0.919559	0.383442	0.225795	0.9625	0.108781	2	1.09545	-0.0084317
627	10.1689	381	0.125261	0.00016602	1.47059	0.624264	0.204326	0.260559	1	0	1.14286	0.377964	-0.136725
628	12.8471	30328	0.224418	0.000287063	8.58824	2.39945	0.849206	0.0579752	0.816038	0.158715	9.76471	3.07265	-0.00970874
629	14.0635	26	0.201632	0.000258601	1	0	0.494709	0	1	0	1	0	-0.0111111
630	9.36606	5214	0.260079	0.000553681	4.52941	1.17886	0.667445	0.138639	0.97479	0.0755134	3.70588	1.40378	-0.0402522
631	14.2795	9078	0.136698	0.000997521	8.47059	1.9078	0.849206	0.0434096	0.785671	0.221949	11.0588	5.30884	0.0467325
632	12.5036	822	0.170998	0.000398594	2.35294	0.86177	0.340025	0.204679	0.986667	0.0516398	1.6	0.910259	-0.0652692
633	11.3709	3131	0.129538	0.000831927	4.47059	1.12459	0.673047	0.127352	0.981793	0.0515693	3.58824	1.27764	0.00768123
634	10.4208	6315	0.289576	0.000802869	6.05882	1.63824	0.726424	0.14592	0.922428	0.109198	5.64706	1.90201	-0.0186999
635	11.6873	2592	0.281886	0.000666328	3.88235	1.16632	0.546997	0.167472	0.931373	0.167278	3.47059	2.29449	0.0014771
636	14.1404	660	0.290153	0.000841222	2.58824	0.87026	0.428727	0.220891	0.95625	0.131498	1.875	0.957427	0.0815483
637	8.47413	287	0.241915	0.000389939	1.35294	0.606339	0.081855	0.148374	0.95	0.111803	1.4	0.894427	-0.027668
638	11.668	29	0.167522	0.000552791	1	0	0.304233	0	1	0	1	0	0.303571
639	10.9704	44	0.242204	0.000406535	1	0	0.198413	0	1	0	1	0	-0.0833333
640	13.7666	27	0.182509	0.000763198	1.11765	0.332106	0.0347028	0.112667	1	0	1	0	-0.349057
641	10.5007	14175	0.292649	0.000916886	8.82353	1.55062	0.86897	0.0303097	0.888547	0.123651	9.23529	2.88378	-0.0562803
642	11.2767	1197	0.237995	0.000519822	3.52941	1.00733	0.546218	0.185895	0.953782	0.107298	2.82353	1.46779	0.0558016
643	9.64838	218	0.157094	0.000719103	1.70588	0.587868	0.217398	0.216283	1	0	1.09091	0.301511	-0.00520446
644	14.1399	3407	0.249468	0.000609246	4.29412	1.0467	0.623872	0.119309	0.937115	0.103821	3.70588	1.53153	0.017344
645	11.6798	497	0.260739	0.000470059	2.52941	0.514496	0.425615	0.134098	0.980392	0.0808452	1.58824	0.5073	-0.0174772
646	13.7856	5025	0.284009	0.000326037	3.76471	1.03256	0.544507	0.178391	0.888562	0.151389	3.41176	1.69775	0.0127559
647	12.9834	117	0.295636	0.000730933	1.76471	0.664211	0.182384	0.17112	1	0	1.18182	0.40452	-0.0141844
648	9.17563	36542	0.11722	0.000287109	7.41176	1.80481	0.804388	0.086534	0.808187	0.173378	8.70588	3.36832	0.040321
649	14.6862	26700	0.140211	0.000972646	10.1176	2.64297	0.870059	0.0603114	0.797564	0.136634	12.2353	4.80273	0.00538533
650	14.5499	22	0.147112	0.000104421	1	0	0	0	0	0	0	0	0
651	8.12073	3667	0.184895	0.000235366	2.70588	0.771744	0.375661	0.212426	0.935294	0.125952	2	1.11803	-0.00688468
652	11.7231	8910	0.291753	0.000299643	4.11765	0.99262	0.644413	0.102139	0.898739	0.164622	3.70588	1.21268	-0.0178168
653	14.8413	710	0.10595	0.000895487	3.58824	0.795206	0.540927	0.174654	0.915546	0.14851	3	1.06066	0.0703218
654	14.7225	201	0.161717	0.000966243	1.64706	0.701888	0.21662	0.242567	0.962963	0.111111	1.33333	0.5	0.151335
655	8.48624	4552	0.189706	0.000238902	4.58824	1.37199	0.687519	0.0940126	0.942577	0.115746	4	1.80278	0.0925275
656	14.9217	3219	0.114915	0.00070406	5.88235	0.857493	0.767351	0.0628026	0.922513	0.142902	5.58824	1.66053	-0.0305714
657	13.9683	163	0.12589	0.000976313	2.05882	0.658653	0.327575	0.195347	1	0	1.28571	0.468807	0.0394089
658	9.1792	223	0.17784	0.00028278	1.23529	0.437237	0.0445067	0.0973604	1	0	1	0	-0.138686
659	11.2943	12852	0.231984	0.000407706	7.47059	1.28051	0.807034	0.0536202	0.813777	0.16316	8.58824	2.71705	-0.0429202
660	12.7863	30301	0.204386	0.000400511	10.2941	2.20127	0.884843	0.0415259	0.764875	0.159299	13.2353	4.84161	0.0324699
661	11.3624	8743	0.195764	0.000594344	5.47059	1.28051	0.699813	0.1082	0.931595	0.133476	5.05882	1.95162	0.0283737
662	13.5268	29	0.141312	0.000377591	1.11765	0.332106	0.0270775	0.0948263	1	0	1	0	0.388235
663	14.4643	3051	0.286419	0.000858319	4.29412	0.985184	0.656863	0.148301	0.943417	0.0945943	3.64706	1.36662	0.0618557
664	11.9149	15	0.179176	0.000123666	1	0	0	0	0	0	0	0	0
665	14.9002	12	0.264837	0.000505227	1	0	0	0	0	0	0	0	0
666	10.8193	8682	0.140539	0.000871148	6	1.36931	0.751012	0.0805787	0.888329	0.147566	6.05882	2.74933	0.00430293
667	11.0453	40	0.226137	0.000103534	1	0	0.198413	0	1	0	1	0	-0.0833333
668	12.5228	28262	0.281717	0.000126352	4.76471	1.43742	0.65235	0.13887	0.885848	0.135849	4.52941	2.00367	0.00842001
669	9.88766	22	0.275262	0.000335035	1	0	0.515873	0	1	0	1	0	0.0319149
670	11.3566	28561	0.293234	0.000462575	9	1.32288	0.862123	0.0386425	0.716684	0.154356	12.2941	4.13468	0.0161109
671	8.34822	59	0.26294	0.000141532	1	0	0.198413	0	1	0	1	0	-0.0833333
672	10.7247	54	0.289805	0.000418869	1.11765	0.332106	0.0379707	0.125602	1	0	1	0	-0.344828
673	8.12549	3934	0.167609	0.000504083	3.17647	0.951006	0.481481	0.223234	0.954902	0.109887	2.41176	1.22774	-0.00369251
674	11.2191	14129	0.22204	0.000328928	6.88235	1.31731	0.805789	0.0391729	0.864632	0.148316	7.23529	2.33263	-0.00661986
675	12.0311	59	0.257946	0.000268249	1.11765	0.332106	0.0259882	0.0790571	1	0	1	0	0.197531
676	12.9927	13	0.253106	0.000377202	1	0	0.137566	0	1	0	1	0	-0.04
677	9.92061	24	0.137529	0.000352708	1	0	0.304233	0	1	0	1	0	0.303571
678	10.6564	2024	0.266577	0.000831857	4.47059	1.06757	0.670246	0.101158	0.914146	0.133292	3.94118	1.14404	0.0423688
679	11.2627	41	0.14897	0.000213958	1	0	0.0714286	0	1	0	1	0	1.70762e-17
680	11.1868	41610	0.264025	0.000850927	9.88235	1.7278	0.8878	0.0385198	0.840788	0.142823	11.0588	2.9041	-0.00345895
681	10.2847	341	0.199105	0.000901494	2.58824	0.795206	0.321506	0.221491	0.964444	0.0971553	1.93333	0.703732	0.00703518
682	14.2977	33	0.125045	0.00056491	1	0	0.137566	0	1	0	1	0	-0.04
683	9.70012	261	0.226884	0.000343427	1.70588	0.848875	0.160598	0.23365	1	0	1.5	0.534522	-0.130435
684	13.6819	1525	0.235041	0.000659606	3.64706	0.931476	0.600685	0.120045	0.929272	0.115073	3	1.22474	0.00699301
685	10.5339	1734	0.126704	0.000653913	4.11765	1.0537	0.580454	0.10606	0.935714	0.0921908	3.47059	1.32842	0.0461367
686	12.2365	14817	0.258156	0.000377281	5.58824	1.58346	0.729847	0.126732	0.938424	0.108864	5.17647	2.50588	-0.013735
687	9.72584	92	0.174099	0.000985795	1.41176	0.5073	0.117336	0.191958	1	0	1	0	-0.00275482
688	13.7406	87	0.263686	0.000772579	1.41176	0.712287	0.103953	0.197719	1	0	1.4	0.547723	-0.0529595
689	14.4959	7903	0.24171	0.000258218	4.70588	0.771744	0.656396	0.11424	0.859174	0.157255	4.76471	1.85504	-0.0852062
690	13.3347	40481	0.162448	0.000330458	9	1.73205	0.866636	0.0467294	0.802525	0.165864	11.1176	5.09758	-0.00876702
691	9.57055	3941	0.145867	0.000942405	4.58824	0.87026	0.653128	0.119355	1	0	3.58824	0.87026	-0.0237741
692	12.7941	240	0.211372	0.000564682	2.05882	0.747545	0.310146	0.182459	0.952381	0.121046	1.42857	0.646206	-0.00260552
693	10.4644	17683	0.288804	0.0008584	10.1176	2.08813	0.881886	0.0460589	0.730812	0.210002	14.2941	6.30243	0.0192272
694	11.9045	890	0.275799	0.000489265	2.76471	0.752447	0.464208	0.157141	0.988235	0.0485071	1.82353	0.882843	-0.0614096
695	10.9072	4890	0.201204	0.000676681	6.70588	1.82909	0.7784	0.0794341	0.810529	0.164856	7.70588	3.21646	-0.0547119
696	12.4033	1011	0.139371	0.000575829	3.23529	1.25147	0.438064	0.189198	0.959821	0.0892857	2.5625	1.31498	0.0324245
697	10.2467	26	0.108203	0.000538619	1	0	0	0	0	0	0	0	0
698	12.6664	12193	0.187531	0.000233976	5.05882	1.51948	0.678494	0.10625	0.894398	0.189089	5	2.57391	-0.0290892
699	8.07517	592	0.193788	0.000772043	2.94118	0.826936	0.490507	0.180208	0.935294	0.125952	2.23529	1.09141	-0.0379413
700	12.317	29	0.218163	0.000373772	1	0	0	0	0	0	0	0	0
701	9.57473	4408	0.119865	0.000208854	2.94118	1.02899	0.449891	0.214189	0.927451	0.138436	2.23529	1.14725	-0.00898311
702	14.1412	349	0.292191	0.00039646	1.64706	0.785905	0.154684	0.204856	1	0	1.22222	0.666667	-0.0901468
703	12.5516	382	0.139863	0.000534257	1.70588	0.685994	0.204949	0.206027	1	0	1.2	0.421637	-0.0687747
704	13.5346	1369	0.160243	0.000276502	2.47059	0.624264	0.418923	0.1717	0.979167	0.0833333	1.625	0.5	0.0385208
705	10.6635	15699	0.210631	0.000882523	9.82353	1.46779	0.887333	0.0329901	0.799857	0.165359	12	4.22788	0.0156534
706	11.9084	1248	0.13354	0.000463099	2.94118	0.899346	0.37395	0.213734	0.953333	0.0972234	2.4	0.736788	0.0465919
707	10.5267	22281	0.216239	0.000156404	4.76471	0.970143	0.669157	0.117574	0.865762	0.200823	5	2.52488	-0.0505686
708	12.8628	349	0.164292	0.000422151	2	0.707107	0.243542	0.212161	0.955128	0.110844	1.46154	0.660225	0.0886243
709	12.1123	3792	0.162823	0.000261422	4.05882	0.826936	0.636788	0.110858	0.937115	0.119378	3.41176	1.12132	-0.0579858
710	10.7764	15557	0.17455	0.000639509	7.64706	1.11474	0.818705	0.0354082	0.83326	0.117513	8.41176	2.12305	0.00986582
711	8.02831	1351	0.256545	0.00045676	2.88235	0.781213	0.442733	0.178968	0.965686	0.0979779	2	0.790569	0.0430029
712	13.0106	394	0.179172	0.000109284	1.11765	0.332106	0.00840336	0.0237218	1	0	1	0	1.70762e-17
713	9.9939	31	0.107442	0.00035893	1.11765	0.332106	0.019141	0.0629352	1	0	1	0	-0.101695
714	8.15144	29	0.220095	0.000897539	1.11765	0.332106	0.0230314	0.068194	1	0	1	0	-0.0985915
715	10.8581	22365	0.168162	0.000561345	8.17647	1.55062	0.846561	0.0370134	0.854886	0.163094	8.88235	2.44649	0.0385055
716	8.79103	325	0.221659	0.00060817	2.11765	0.600245	0.229069	0.214794	1	0	1.26667	0.457738	-0.0282486
717	9.29875	65	0.110515	0.000490212	1.17647	0.392953	0.0376595	0.0890013	1	0	1	0	0.111111
718	13.7051	86	0.168098	0.000599869	1.41176	0.712287	0.0919701	0.186213	1	0	1.4	0.547723	0.089317
719	9.32078	520	0.158615	0.000610205	2.23529	0.664211	0.260037	0.189675	1	0	1.4	0.507093	0.0817844
720	13.6637	5513	0.229114	0.000696671	5.29412	1.49016	0.716931	0.0850119	0.929995	0.106358	4.76471	1.71499	0.0220721
721	14.7321	20	0.221816	0.000283673	1	0	0	0	0	0	0	0	0
722	10.48	921	0.116755	0.000256942	1.64706	0.701888	0.199346	0.253741	0.972222	0.0833333	1.33333	0.707107	0.00972447
723	12.3077	110	0.242942	0.000369774	1.29412	0.469668	0.0661376	0.130158	1	0	1	0	-0.0833333
724	8.5041	2704	0.109266	0.000632422	5.11765	1.21873	0.680828	0.0971747	0.878431	0.160134	5.11765	2.14716	0.0130486
725	12.7263	111	0.164197	0.000331492	1.52941	0.624264	0.142857	0.217223	1	0	1.125	0.353553	0.212121
726	11.096	206	0.126295	0.000501629	2	0.866025	0.26206	0.249033	1	0	1.41667	0.668558	0.056
727	12.6988	253	0.115684	0.000267334	1.17647	0.392953	0.0239651	0.0578957	1	0	1	0	-0.0540541
728	14.5373	22101	0.154458	0.00050711	8.41176	2.2096	0.832088	0.0844083	0.766269	0.164483	10.4706	3.72689	-0.0418207
729	14.2066	1995	0.230347	0.000457659	3.23529	1.09141	0.509804	0.199568	1	0	2.23529	1.09141	0.0199557
730	12.8188	80	0.180624	0.000224024	1.35294	0.492592	0.114068	0.188563	1	0	1	0	-0.0710227
731	9.46451	1061	0.178006	0.000340624	2.41176	0.795206	0.331155	0.207925	0.986667	0.0516398	1.66667	0.816497	0.128703
732	9.11605	22	0.175519	0.000187832	1	0	0	0	0	0	0	0	0
733	14.0279	22	0.223759	0.000651067	1.11765	0.332106	0.0233427	0.065894	1	0	1	0	-0.0833333
734	10.987	982	0.263827	0.000169329	2.11765	0.92752	0.299409	0.226375	1	0	1.46154	0.77625	-0.0253917
735	14.4322	273	0.29032	0.000816071	2	0.612372	0.253501	0.198378	1	0	1.21429	0.425815	0.0229299
736	12.2644	10606	0.104398	0.000696813	7.41176	1.76985	0.812636	0.0539598	0.909683	0.0940643	7.35294	2.64436	0.00755467
737	8.12879	62	0.267151	0.000832401	1.58824	0.618347	0.141457	0.184824	0.962963	0.111111	1.22222	0.440959	-0.0721649
738	10.8534	255	0.221114	0.000353794	1.76471	0.562296	0.195612	0.178587	0.972222	0.096225	1.16667	0.389249	-0.0995025
739	8.26777	13	0.197359	0.00076585	1	0	0	0	0	0	0	0	0
740	10.709	176	0.244608	0.000616423	1.58824	0.712287	0.138344	0.20067	1	0	1.25	0.46291	0.123256
741	11.5354	540	0.230955	0.000707425	2.47059	0.874475	0.361811	0.17473	0.97	0.0797317	1.8	0.941124	0.133333
742	13.1256	2809	0.256051	0.000926787	4.88235	1.11144	0.709928	0.0907939	0.955882	0.0839438	4.17647	1.38	-0.0125256
743	10.1275	208	0.297488	0.000669983	1.94118	0.428746	0.287426	0.188437	1	0	1.06667	0.258199	-0.0851664
744	10.1332	71	0.166664	0.000596196	1.29412	0.469668	0.08061	0.157749	1	0	1	0	0.064
745	10.3029	1300	0.297552	0.000660742	3.11765	0.600245	0.471055	0.188761	0.955882	0.0982382	2.29412	0.685994	-0.0082361
746	13.6696	99	0.111558	0.000164875	1.23529	0.437237	0.0449735	0.110214	1	0	1	0	-0.224638
747	14.4215	45	0.14267	0.000577681	1	0	0.304233	0	1	0	1	0	-0.181818
748	12.6175	180	0.137029	0.000546729	1.52941	0.71743	0.150638	0.221146	0.964286	0.0944911	1.42857	0.786796	-0.0623656
749	14.66	3182	0.125363	0.000654551	4.41176	1.41681	0.604108	0.204764	0.959734	0.100389	3.70588	1.75943	0.0344643
750	12.4394	6525	0.119443	0.000804093	6.41176	1.41681	0.779956	0.073423	0.854482	0.183455	6.82353	2.24264	0.0537634
751	11.9782	133	0.233188	0.000704053	1.52941	0.624264	0.108154	0.155208	1	0	1.125	0.353553	0.110119
752	9.10063	238	0.294988	0.000657754	1.76471	0.664211	0.2216	0.208134	1	0	1.18182	0.40452	-0.103953
753	11.7458	8190	0.172963	0.000463595	5.35294	0.996317	0.723467	0.100712	0.92381	0.110717	4.94118	1.63824	-0.016987
754	13.2957	67	0.239998	0.000369632	1.23529	0.437237	0.0448179	0.0950564	1	0	1	0	0.0647482
755	10.8193	274	0.27155	0.00067134	1.82353	0.635934	0.236228	0.215314	0.972222	0.096225	1.25	0.452267	-0.0143737
756	9.80362	25826	0.179925	0.000312951	7	0.866025	0.808123	0.0421013	0.823939	0.133078	7.70588	1.68689	0.0287655
757	13.9536	722	0.112261	0.000539383	2.11765	0.857493	0.296296	0.234013	0.980769	0.0693375	1.53846	0.77625	-0.0661564
758	11.8245	36608	0.173	0.000367257	7.76471	1.20049	0.826331	0.048977	0.825847	0.149287	8.76471	2.48821	-0.00704225
759	13.3217	6829	0.151283	0.000175496	3.82353	1.0146	0.555867	0.15169	0.884734	0.189748	3.58824	1.73417	-0.0133799
760	9.06453	17	0.224778	0.000884473	1.11765	0.332106	0.0407719	0.126453	1	0	1	0	0.181102
761	14.6308	15	0.299937	0.000320776	1	0	0	0	0	0	0	0	0
762	13.7465	23	0.178572	0.00081039	1.29412	0.469668	0.105664	0.191275	1	0	1	0	0.0884146
763	14.8622	82	0.266548	0.000402709	1.35294	0.492592	0.114535	0.184043	1	0	1	0	-0.181818
764	14.961	1553	0.175843	0.000981452	3.52941	0.799816	0.564581	0.100163	0.930392	0.134917	2.88235	1.0537	0.0414404
765	8.01338	13	0.198828	0.000636389	1	0	0	0	0	0	0	0	0
766	10.6846	992	0.164088	0.000908297	3.76471	1.14725	0.552443	0.167562	0.881303	0.177632	3.64706	2.26222	0.00380228
767	8.33621	56	0.240329	0.000801407	1	0	0.198413	0	1	0	1	0	-0.0833333
768	13.413	15116	0.127193	0.000809954	10.1765	2.06867	0.873016	0.0448957	0.789083	0.149403	12.3529	3.58715	0.00888231
769	8.49781	16711	0.266385	0.000178383	5.29412	1.44761	0.692032	0.114539	0.964636	0.0662986	4.52941	1.58578	-0.00186829
770	14.8424	33	0.273746	0.000654793	1.23529	0.437237	0.0957049	0.186222	1	0	1	0	0.171141
771	11.9876	346	0.131066	0.000840583	2.05882	0.747545	0.30719	0.225685	0.955128	0.110844	1.53846	0.660225	0.0157729
772	12.3204	748	0.231785	0.000150031	1.41176	0.5073	0.0929038	0.166653	1	0	1	0	-0.136364
773	10.8021	15	0.142847	0.000733486	1	0	0	0	0	0	0	0	0
774	9.59077	37314	0.159892	0.000501044	9.29412	1.68689	0.859944	0.0418549	0.771607	0.195911	12.4706	6.28607	0.0135237
775	9.49324	152	0.16132	0.000814921	2	0.612372	0.265484	0.184024	1	0	1.21429	0.425815	-0.0959071
776	14.7064	8370	0.14128	0.000189306	4.76471	0.83137	0.704949	0.0541773	0.894398	0.145825	4.47059	1.46277	-0.0509876
777	11.9797	38	0.118591	0.000916598	1.17647	0.392953	0.0427949	0.114936	0.888889	0.19245	1.33333	0.57735	-0.0833333
778	14.708	27207	0.220902	0.000495606	9.52941	1.97223	0.869904	0.050475	0.839429	0.169457	11.1176	4.58097	-0.0198922
779	12.6796	1676	0.200351	0.000801224	3.58824	1.27764	0.556334	0.16681	0.971989	0.0625625	2.76471	1.56243	-0.0518044
780	13.0483	1787	0.295888	0.000243939	2.52941	0.71743	0.359322	0.217622	1	0	1.625	0.619139	0.0426583
781	10.0473	153	0.174256	0.000717889	1.17647	0.392953	0.0272331	0.0688832	1	0	1	0	-0.0833333
782	8.14826	265	0.212542	0.000723315	1.94118	0.658653	0.251478	0.184988	1	0	1.23077	0.438529	-0.0199357
783	11.3221	282	0.228386	0.000681438	2	1.11803	0.240274	0.264941	0.944444	0.11024	2.11111	0.927961	-0.0512129
784	11.8249	1041	0.115698	0.000122845	1.52941	0.71743	0.162309	0.224235	0.964286	0.0944911	1.42857	0.786796	-0.118
785	14.6494	3157	0.142706	0.000738463	4.82353	1.23669	0.712263	0.0692112	0.878291	0.164376	4.70588	1.82909	0.00929916
786	13.8222	4041	0.269471	0.000126852	2.70588	0.587868	0.498911	0.161273	1	0	1.70588	0.587868	-0.125285
787	12.1456	10033	0.208356	0.000330699	7.05882	1.67595	0.795207	0.0681574	0.844716	0.133218	7.70588	2.95306	-0.0150468
788	9.7766	235	0.12789	0.000929379	2	0.612372	0.281979	0.20037	0.964286	0.133631	1.35714	0.633324	-0.0292599
789	14.4666	165	0.254135	0.000314013	1.11765	0.332106	0.0469966	0.136873	1	0	1	0	0.109589
